site,relative,name,xmltv_id,lang,site_id,country,hd_flag,comment
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,Showtime,,en,showtime,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,Smithsonian Channel,,en,smithsonian-channel,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,Starz,,en,starz,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,Syfy,,en,syfy,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,TBS,,en,tbs,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,The CW,,en,the-cw,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,TLC,,en,tlc,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,TNT,,en,tnt,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,USA Network,,en,usa-network,,SD,manual keep
tvinsider.com,tvinsider.com\tvinsider.com.channels.xml,Vice TV,,en,vice-tv,,SD,manual keep
